"Aktarılan Hizmetler","Anahtar Uzunluğu","Ağ Adresi","Ağ Hesap Adı","Ağ Hesap Etki Alanı","Bağlantı Noktası","Bağlantılı Oturum Açma Kimliği",ComputerName,"Ek_Bilgi",EventCode,EventType,Guid,"Güvenlik Kimliği","Hedef Hesap Adı","Hedef Hesap Etki Alanı","Hedef Sunucu Adı","Hesap Adı","Hesap Etki Alanı",HostUrl,IMPHASH,"Kaynak Ağ Adresi","Kaynak Bağlantı Noktası",Keywords,"Kimlik Doğrulama Paketi","Kimliğe Bürünme Düzeyi","Kısıtlanmış Yönetici Modu",LogName,MD5,Message,Name,"Okuma İşlemi",OpCode,"Oturum Açma GUID'si","Oturum Açma Kimliği","Oturum Açma Türü","Oturum Açma İşlemi","Oturum Türü","Paket Adı (yalnızca NTLM)",ProcessID,RecordNumber,SHA1,SHA256,"Sanal_Hesap",SourceName,SystemTime,TaskCategory,ThreadID,Type,UserID,"Yükseltilmiş Belirteç",ZoneId,"_raw","_time",count,eventtype,host,index,linecount,maxLines,outputMode,punct,source,sourcetype,"splunk_server","splunk_server_group","technique_id","technique_name",timeFormat,xmlns,"Çağıran İş İstasyonu","İş İstasyonu Adı","İşlem Adı","İşlem Kimliği"
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:40:03.5436852Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:40:03.5436852Z'/><EventRecordID>94657</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:40:03.542</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:40:03.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:39:58.9830570Z'",,"'4080'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>22</EventID><Version>5</Version><Level>4</Level><Task>22</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:39:58.9830570Z'/><EventRecordID>94656</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4080'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='UtcTime'>2024-10-22 23:39:57.841</Data><Data Name='ProcessGuid'>{d65c0252-1217-6718-bd07-000000002400}</Data><Data Name='ProcessId'>4488</Data><Data Name='QueryName'>nleditor.osi.office.net</Data><Data Name='QueryStatus'>1460</Data><Data Name='QueryResults'>-</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:39:58.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:38:31.2004764Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:38:31.2004764Z'/><EventRecordID>94655</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:38:31.199</Data><Data Name='ProcessGuid'>{d65c0252-3771-6718-e60c-000000002400}</Data><Data Name='ProcessId'>10448</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:38:31.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:38:25.6495124Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:38:25.6495124Z'/><EventRecordID>94654</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:38:25.647</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:38:25.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:38:22.6511822Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:38:22.6511822Z'/><EventRecordID>94653</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:38:22.648</Data><Data Name='ProcessGuid'>{d65c0252-2c14-6718-5b0b-000000002400}</Data><Data Name='ProcessId'>6400</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:38:22.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:38:22.4025654Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:38:22.4025654Z'/><EventRecordID>94652</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:38:22.400</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:38:22.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:38:14.2048208Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:38:14.2048208Z'/><EventRecordID>94651</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:38:14.202</Data><Data Name='ProcessGuid'>{d65c0252-375e-6718-df0c-000000002400}</Data><Data Name='ProcessId'>4740</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:38:14.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:38:12.1665784Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:38:12.1665784Z'/><EventRecordID>94650</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:38:12.165</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:38:12.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:38:08.3193401Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:38:08.3193401Z'/><EventRecordID>94649</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:38:08.318</Data><Data Name='ProcessGuid'>{d65c0252-375b-6718-de0c-000000002400}</Data><Data Name='ProcessId'>9128</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:38:08.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:38:06.4790167Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:38:06.4790167Z'/><EventRecordID>94648</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:38:06.478</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:38:06.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:38:05.6536277Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:38:05.6536277Z'/><EventRecordID>94647</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:38:05.652</Data><Data Name='ProcessGuid'>{d65c0252-3757-6718-dd0c-000000002400}</Data><Data Name='ProcessId'>2128</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:38:05.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:38:03.8023452Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:38:03.8023452Z'/><EventRecordID>94646</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:38:03.802</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:38:03.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:38:01.3755117Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:38:01.3755117Z'/><EventRecordID>94644</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:38:01.374</Data><Data Name='ProcessGuid'>{d65c0252-374f-6718-dc0c-000000002400}</Data><Data Name='ProcessId'>6720</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:38:01.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
,,,,,,,,,,,"'{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'",,,,,,,,,,,,,,,,,,"'Microsoft-Windows-Sysmon'",,,,,,,,,"'3768'",,,,,,"'2024-10-22T23:37:59.4070701Z'",,"'4756'",,"'S-1-5-18'",,,"<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Sysmon' Guid='{5770385f-c22a-43e0-bf4c-06f5698ffbd9}'/><EventID>13</EventID><Version>2</Version><Level>4</Level><Task>13</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2024-10-22T23:37:59.4070701Z'/><EventRecordID>94643</EventRecordID><Correlation/><Execution ProcessID='3768' ThreadID='4756'/><Channel>Microsoft-Windows-Sysmon/Operational</Channel><Computer>target-PC.furkan.local</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='RuleName'>-</Data><Data Name='EventType'>SetValue</Data><Data Name='UtcTime'>2024-10-22 23:37:59.405</Data><Data Name='ProcessGuid'>{d65c0252-1212-6718-b807-000000002400}</Data><Data Name='ProcessId'>8476</Data><Data Name='Image'>C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='TargetObject'>HKLM\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-1320782582-4191448823-1366989374-1104\\Device\HarddiskVolume2\Program Files (x86)\Microsoft\Edge\Application\msedge.exe</Data><Data Name='Details'>Binary Data</Data><Data Name='User'>FURKAN\bsever</Data></EventData></Event>","2024-10-22T23:37:59.000+0000",,,"TARGET-PC",endpoint,1,,,"<_='://../////'><><_='--'_='{----}'/><></><></><><","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational","XmlWinEventLog:Microsoft-Windows-Sysmon/Operational",splunk,,,,,"'http://schemas.microsoft.com/win/2004/08/events/event'",,,,
